0,['점점 위로 올라가는 문재인 게이트',['가로세로연구소',-['가로세로연구소'
1, '점점 위로 올라가는 문재인 게이트', '가로세로연구소',['가로세로연구소'- '가로세로연구소'
2, '[일문일답] 김용호 연예부장 - 가로세로연구소 | 시카고 인터뷰', 'News Magazine Chicago', '가로세로연구소'- 'News Magazine Chicago'
3, '[일문일답] 김용호 연예부장 - 가로세로연구소 | 시카고 인터뷰', 'News Magazine Chicago', 'News Magazine Chicago'- 'News Magazine Chicago'
4, '안민석 불법정치자금 3천만원 수수 의혹!!!', '가로세로연구소', 'News Magazine Chicago'- '가로세로연구소'
5, '미군철수 카드로 방위비 압박 / 이낙연의 동생사랑', '가로세로연구소', '가로세로연구소'- '가로세로연구소'
6, '검, '가로세로연구소', '가로세로연구소'- '가로세로연구소'
7, 유재수 구속 후 청와대 노린다 / 앞에선 단식 뒤에선 칼질 황교안식 정치', 'News Magazine Chicago', '가로세로연구소'- 'News Magazine Chicago'
8, '[일문일답] 강용석 변호사 - 가로세로연구소 | 시카고 인터뷰', '가로세로연구소', 'News Magazine Chicago'- '가로세로연구소'
9, '[11/25 인싸뉴스] 눈덩이처럼 커지는 유재수 뇌물 청와대 윗선, '가로세로연구소', '가로세로연구소'- '가로세로연구소'
10, 홍콩선거 범민주계열 압승', '뉴데일리TV', '가로세로연구소'- '뉴데일리TV'
11, '[11/26 인싸뉴스] 조국지시로 유재수 감찰중단 / 문재인 단식 VS 황교안 단식 긴급비교', '뉴데일리TV', '뉴데일리TV'- '뉴데일리TV'
12," ""[뉴데일리TV] '문재인 퇴진' 철야집회 불허 통지하는 경찰""", '포항MBC', '뉴데일리TV'- '포항MBC'
13," '[뉴데일리TV] 오토 웜비어 부모 방한 ""北 정권 무너질때까지 싸울 것""(자막)'", 'KOREAN DIASPORA KBS', '포항MBC'- 'KOREAN DIASPORA KBS'
14," '글로벌나눔프로젝트 지구촌 한류 ""새마을운동""'", 'KBS광주', 'KOREAN DIASPORA KBS'- 'KBS광주'
15, '[이산가족] 평양노래자랑', '장일곤', 'KBS광주'- '장일곤'
16, '전국노래자랑 레전드 최연소참가자 엔드게임(feat. 돌아온아빠) by KBS광주', 'KBS광주', '장일곤'- 'KBS광주'
17, '전국노래 연말결선 최연소참가자', 'KBS광주', 'KBS광주'- 'KBS광주'
18, '전국노래자랑 트롯신동 끼쟁이 초딩 by KBS광주', '황호수', 'KBS광주'- '황호수'
19, '전국노래자랑 초대가수급 무대매너 중1 참가자 by KBS광주', 'KBS창원', '황호수'- 'KBS창원'
20, '전국노래자랑 이현호', '손앙드레', 'KBS창원'- '손앙드레'
21, '마산 국민손자 ♪ 남승민 | 전국노래자랑 열창무대 영상모음 - 님의 등불/당신은 바보야/가지마', '손앙드레', '손앙드레'- '손앙드레'
22, '정동원 400만돌파영상/트로트신동*정동원*학생(11세) 전국노래자랑 함양군편 1.2.차예심 합격영상(본방10월14일12시)', '기운기', '손앙드레'- '기운기'
23, '트로트신동★정동원 ★보약같은 친구/신나는 색소폰연주/ KBS인간극장 합동촬영(2019 창원 구산문화 체육회)', '박영수'], '기운기'- '박영수']
24, '송해 & 홍잠언 (딴다라) 孝송해쑈콘서트 2019-05-08 김천문화예술회관 공연',,
25, '최영철/황민우 해주고 떠나요 전국TOP10가요쇼2016 02 25'],,
